target_id,n_compounds,rmse,mae,r2,pearson_r,spearman_rho
CHEMBL1805,70.0,1.2610380608125005,1.1211569084840904,-9.379195421505049,-0.15148289655495606,-0.1609230493770822
CHEMBL1821,710.0,0.6457577749762626,0.5194367801526323,0.6651571936073397,0.822551868696393,0.7528728312841831
CHEMBL1833,865.0,0.8025013568809193,0.6237405586478727,0.3086193421619755,0.5648890940303003,0.5538141806028685
CHEMBL1850,200.0,1.089625879293096,0.8770418520933748,0.43156980546231327,0.6746704827257212,0.6973567294810985
CHEMBL1867,530.0,0.879639615072266,0.6603803128375648,0.4987909905229265,0.7094351612988286,0.6969479000751495
CHEMBL1875,295.0,0.874772618448234,0.6238901684140826,0.6386439637432687,0.8191109943504511,0.8301104151598772
CHEMBL1898,485.0,0.9694132662031293,0.775783765724968,0.24956376684682147,0.5481326974907512,0.5336709617856826
CHEMBL1916,395.0,0.8176341137192964,0.634713533990679,0.5059285435037715,0.7127532258906379,0.6483821929398721
CHEMBL1941,350.0,1.0217285371593299,0.7908597199638283,0.31066547580608017,0.6009575731100848,0.6025453100270131
CHEMBL1942,385.0,0.7357634934322872,0.5905695077294763,0.5034138805730983,0.7471679757674553,0.685091029511336
CHEMBL1983,660.0,1.0298686614092678,0.8231418078891963,0.43315073878662824,0.7564780715051997,0.7540328948465289
CHEMBL2035,415.0,0.7534273570106997,0.5721605455358096,0.592872540611509,0.8038884413524251,0.7738105978959818
CHEMBL2056,720.0,1.0340163747943292,0.823915771093161,0.06747040278143279,0.35259605288796864,0.35582392597601276
CHEMBL210,630.0,0.956724294685116,0.7302639190661898,0.6169589543909862,0.8216760185617692,0.8211609272869818
CHEMBL211,1005.0,0.8291625619412931,0.645882131618397,0.6612045221883175,0.81557660792741,0.7795294100336048
CHEMBL213,425.0,0.804463964974528,0.645420331079848,0.6115407288172732,0.8101512048165073,0.8057780397490032
CHEMBL214,2525.0,0.8772289012790255,0.6694615377337105,0.4181276370008312,0.6580905295360269,0.6650139412164537
CHEMBL216,960.0,0.7949639275963511,0.5966026831751902,0.6554950427690921,0.8151643858994688,0.7815343889002042
CHEMBL217,4140.0,1.0513360486837215,0.8507048876672625,0.04108783798141169,0.5077861678826668,0.4977818918437588
CHEMBL2182,30.0,1.1538707760439966,0.9561189949321579,-4.690437996930646,0.541886531810898,0.5090620267624953
CHEMBL219,1450.0,1.119625322515951,0.8658592999561318,-0.01647564282494307,0.30778086960448,0.2867971391214389
CHEMBL223,605.0,0.8031765700903353,0.621852947909725,0.46778958433967555,0.6984992564644917,0.6724479379610472
CHEMBL224,2630.0,0.898663178534537,0.709957110638369,0.42135215310804075,0.6579895654522749,0.6391706943611198
CHEMBL225,1570.0,0.926920936702055,0.7355120831587997,0.2892134114657602,0.5534938517729395,0.5749753611227744
CHEMBL229,735.0,1.156185586313125,0.880350545529708,0.046339794199730555,0.4438606090385034,0.41069578390650197
CHEMBL231,730.0,1.0264901339148036,0.7983069308702462,0.349643026059118,0.6064498477978154,0.5548425656205047
CHEMBL232,720.0,0.8145946613841774,0.6850713911372703,0.4472188302282484,0.7389544975085892,0.7550744107675038
CHEMBL234,2955.0,1.1294207965174188,0.9320736047253539,0.28370402839350617,0.6830837661072529,0.6683637949643082
CHEMBL245,1115.0,0.8633101005325585,0.6587345361487529,0.6725781837393479,0.8244045631067974,0.8138789431664236
CHEMBL246,195.0,1.0607251820999308,0.9308625785599558,0.19594031017638558,0.4902665761386685,0.5112304281942773
CHEMBL264,2100.0,0.8367694313980537,0.6393296273336279,0.5300857957127884,0.7466785087231971,0.7317602297361486
CHEMBL3155,1475.0,0.8347215014877428,0.6589149513771863,0.40349984061319166,0.6406845550855825,0.6522733289642318
CHEMBL3371,2055.0,0.8627445607976512,0.6669766913399262,0.426905785332907,0.6634062037156937,0.6394353486137754
CHEMBL3426,160.0,0.9352893102581099,0.615588220820007,0.39455233691151526,0.6326089633096672,0.6734188663450871
CHEMBL3759,765.0,0.889601955371565,0.7107482850212685,0.3657396252873957,0.6099139075327589,0.5990851394349652
CHEMBL5857,30.0,0.8131924157010222,0.6368253447746687,-0.8791721833632844,0.528805300622549,0.5130120004147289
