class,split,n_seeds,mean_advantage,ci_low,ci_high,p_bonferroni,verdict
gpcr_aminergic,random,5,-0.33826855582300147,-0.34161743847490184,-0.3340074716921582,5.69567785616352e-08,ESM-2 helps
gpcr_aminergic,scaffold,5,-0.18175658215704107,-0.18530414554213798,-0.17658166446459317,1.541782323860235e-06,ESM-2 helps
gpcr_aminergic,target,5,0.20541828247327976,0.12179218014260802,0.32312551044185384,0.1489935045635843,ties
