model_pair,class,split,mean_diff,cohens_d,ci_low,ci_high,t_stat,p_raw,p_bonferroni,verdict
random_forest_vs_esm_fp_mlp,gpcr_aminergic,random,0.30176599662903614,84.17059528345824,0.2995305099914261,0.3048908236773878,188.21117276043583,4.78066065761915e-09,5.7367927891429797e-08,RF loses
random_forest_vs_esm_fp_mlp,gpcr_aminergic,scaffold,0.11048636069241671,28.720116780485956,0.1073942148895772,0.11338580089048209,64.220133442899,3.521800412192507e-07,4.226160494631008e-06,RF loses
random_forest_vs_esm_fp_mlp,gpcr_aminergic,target,-0.28257148349156924,-2.068372725327198,-0.4016266619438745,-0.19118146115594103,-4.625022016638115,0.0098439087035309,0.11812690444237081,ties
random_forest_vs_fusion,gpcr_aminergic,random,0.23744309621405443,25.276803739172042,0.23022416450793787,0.24447285451269396,56.520651414709555,5.8670102286386e-07,7.04041227436632e-06,RF loses
random_forest_vs_fusion,gpcr_aminergic,scaffold,0.06341161346664026,12.65331792862844,0.05918067655335202,0.06688599406920637,28.293679029330022,9.285076307219304e-06,0.00011142091568663165,RF loses
random_forest_vs_fusion,gpcr_aminergic,target,-0.13368287412617552,-2.4097425962203767,-0.17849821159141066,-0.09168006336320497,-5.3883482534255895,0.00573658069131845,0.0688389682958214,ties
